RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a018,特殊教育學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a018,特殊教育學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400004,經常支出報廢金額,0,,0,,0,,0,,6330,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a018,特殊教育學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a018,特殊教育學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a018,特殊教育學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a019,特殊教育學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,0,,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a019,特殊教育學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,0,,0,,0,,0,,0,,430356,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a019,特殊教育學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,0,,0,,0,,0,,0,,120024,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400001,經常支出,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400001,經常支出,0,,0,,0,,0,,404147,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400001,經常支出,0,,0,,0,,0,,52439,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400002,資本支出,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400002,資本支出,0,,0,,0,,0,,11920,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400002,資本支出,0,,0,,0,,0,,3882,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400004,經常支出報廢金額,0,,0,,0,,0,,499,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,27140,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
10440-01-02-2,臺中市特殊教育學校教育經費概況(預、決算數),1044001a020,特殊教育學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,6023,,387040000E,教育局,2019/2/27 下午 02:09:53,2019/3/4 上午 11:40:37
